Season,Game,Week,Day,Time,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2020,BAL @ IND,9,Sun,1:00PM,20.3%,-1.5,14,12.5,3.6000000000000014,-1.43,-2.9299999999999997,15.43,"[[5.0, 3.0], [-0.0, -2.5]]",1,IND,0
2020,CAR @ KC,9,Sun,1:00PM,-6.5%,10.5,-2,8.5,-31.4,-8.94,1.5600000000000005,6.9399999999999995,"[[12.5, 10.5], [7.5, 5.0]]",1,CAR,1
2020,CHI @ TEN,9,Sun,1:00PM,-2.9%,6.5,-7,-0.5,-10.2,-4.44,2.0599999999999996,-2.5599999999999996,"[[8.0, 6.0], [3.0, 0.5]]",1,CHI,0
2020,DEN @ ATL,9,Sun,1:00PM,-13.6%,4.0,-7,-3.0,-9.6,-4.31,-0.3099999999999996,-2.6900000000000004,"[[8.0, 6.0], [3.0, 0.5]]",0,,1
2020,DET @ MIN,9,Sun,1:00PM,0.0%,4.0,-14,-10.0,1.3,-1.94,2.06,-12.06,"[[5.5, 3.5], [0.5, -2.0]]",1,DET,0
2020,GB @ SF,9,Thu,8:20PM,8.7%,-6.0,17,11.0,2.0999999999999996,-1.76,-7.76,18.76,"[[5.5, 3.5], [0.5, -2.0]]",0,,0
2020,HOU @ JAX,9,Sun,1:00PM,-4.5%,-7.0,2,-5.0,14.5,0.99,-6.01,1.01,"[[2.5, 0.5], [-2.5, -4.5]]",0,,1
2020,LV @ LAC,9,Sun,4:05PM,-8.2%,1.0,5,6.0,-5.6,-3.45,-2.45,8.45,"[[7.0, 5.0], [2.0, -0.0]]",1,LAC,0
2020,MIA @ ARI,9,Sun,4:25PM,-1.3%,4.5,3,7.5,-8.5,-4.08,0.41999999999999993,7.08,"[[8.0, 5.5], [2.5, 0.5]]",0,,1
2020,NE @ NYJ,9,Mon,8:15PM,-11.1%,-7.5,3,-4.5,19.4,2.1,-5.4,0.8999999999999999,"[[1.5, -0.5], [-3.5, -6.0]]",0,,1
2020,NO @ TB,9,Sun,8:20PM,18.3%,4.5,35,39.5,-8.3,-4.03,0.46999999999999975,39.03,"[[7.5, 5.5], [2.5, 0.5]]",0,,1
2020,NYG @ WAS,9,Sun,1:00PM,-12.5%,2.5,3,5.5,1.0,-2.0,0.5,5.0,"[[5.5, 3.5], [0.5, -1.5]]",0,,1
2020,PIT @ DAL,9,Sun,4:25PM,19.9%,-14.0,5,-9.0,37.099999999999994,6.14,-7.86,-1.1399999999999997,"[[-2.5, -4.5], [-7.5, -10.0]]",0,,1
2020,SEA @ BUF,9,Sun,1:00PM,15.9%,-3.0,-10,-13.0,12.5,0.54,-2.46,-10.54,"[[3.0, 1.0], [-2.0, -4.0]]",1,BUF,1
