Season,Team,Opponent,Week,Day,Time,Home_Team,WDVOA,Betting Spread,Scoring Margin,SRD,WDVOA Delta,EGO,Spread to EGO Diff,Margin to EGO Diff,Target Spreads,Make Pick,Pick,Pick Right
2016,NO,KC,7,Sun,1:03PM,0,-4.8%,7.0,-6,1.0,-13.600000000000001,-5.18,1.8200000000000003,-0.8200000000000003,"[[9.0, 6.5], [3.5, 1.5]]",1,NO,1
2016,NYG,LARM,7,Sun,9:31AM,0,-0.5%,-2.5,7,4.5,5.5,-1.01,-3.51,8.01,"[[4.5, 2.5], [-0.5, -2.5]]",1,LARM,0
2016,NYJ,BAL,7,Sun,1:04PM,1,-30.2%,-2.5,8,5.5,-34.8,-5.61,-8.11,13.61,"[[9.5, 7.0], [4.0, 2.0]]",0,,0
2016,OAK,JAC,7,Sun,1:02PM,0,-0.7%,2.0,17,19.0,8.4,-0.37,1.63,17.37,"[[4.0, 2.0], [-1.0, -3.5]]",1,OAK,1
2016,PHI,MIN,7,Sun,1:02PM,1,13.5%,3.0,11,14.0,-12.2,-0.47,2.5300000000000002,11.47,"[[4.0, 2.0], [-1.0, -3.0]]",1,PHI,1
2016,PIT,NE,7,Sun,4:25PM,1,9.7%,7.5,-11,-3.5,-5.700000000000001,0.97,8.47,-11.97,"[[2.5, 0.5], [-2.5, -4.5]]",0,,0
2016,SD,ATL,7,Sun,4:05PM,0,5.9%,4.5,3,7.5,-8.5,-4.08,0.41999999999999993,7.08,"[[8.0, 5.5], [2.5, 0.5]]",0,,1
2016,SEA,ARI,7,Sun,8:30PM,0,28.2%,2.5,0,2.5,16.7,1.48,3.98,-1.48,"[[2.0, 0.0], [-3.0, -5.0]]",0,,
2016,SF,TB,7,Sun,4:05PM,1,-17.7%,-1.0,-17,-18.0,-1.0,2.0,1.0,-19.0,"[[1.5, -0.5], [-3.5, -5.5]]",0,,0
2016,TB,SF,7,Sun,4:05PM,0,-16.7%,1.0,17,18.0,1.0,-2.0,-1.0,19.0,"[[5.5, 3.5], [0.5, -1.5]]",0,,0
2016,TEN,IND,7,Sun,1:02PM,1,0.8%,-4.0,-8,-12.0,15.8,5.64,1.6399999999999997,-13.64,"[[-2.0, -4.0], [-7.0, -9.5]]",1,TEN,0
2016,WAS,DET,7,Sun,1:02PM,0,5.4%,-1.0,-3,-4.0,17.9,1.76,0.76,-4.76,"[[2.0, -0.5], [-3.5, -5.5]]",0,,0
